timestamp,x,y,z
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.82,0.31,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.88,0.34,0.5
2.02481E+12,0.87,0.33,0.5
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.86,0.34,0.5
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.84,0.32,0.49
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.84,0.33,0.49
2.02481E+12,0.89,0.32,0.52
2.02481E+12,0.73,0.29,0.46
2.02481E+12,0.81,0.34,0.45
2.02481E+12,0.9,0.35,0.51
2.02481E+12,0.95,0.35,0.56
2.02481E+12,0.88,0.36,0.49
2.02481E+12,0.8,0.3,0.47
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.9,0.35,0.51
2.02481E+12,0.89,0.34,0.52
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.82,0.31,0.47
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.85,0.32,0.49
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+11,0.84,0.34,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.89,0.29,0.5
2.02481E+12,1.09,0.37,0.66
2.02481E+12,1.05,0.39,0.58
2.02481E+12,0.86,0.31,0.5
2.02481E+12,0.79,0.34,0.44
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.92,0.35,0.54
2.02481E+12,0.92,0.36,0.52
2.02481E+12,0.83,0.31,0.48
2.02481E+12,0.82,0.34,0.46
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.89,0.34,0.52
2.02481E+12,0.87,0.35,0.49
2.02481E+12,0.82,0.31,0.48
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.87,0.33,0.5
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.87,0.34,0.49
2.02481E+12,0.85,0.32,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.97,0.35,0.53
2.02481E+12,0.81,0.31,0.45
2.02481E+12,0.86,0.34,0.51
2.02481E+12,0.96,0.37,0.55
2.02481E+12,0.93,0.33,0.53
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.8,0.3,0.46
2.02481E+11,0.88,0.35,0.5
2.02481E+11,0.91,0.36,0.52
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.83,0.34,0.46
2.02481E+11,0.81,0.27,0.48
2.02481E+11,0.96,0.3,0.56
2.02481E+11,0.8,0.35,0.45
2.02481E+11,0.74,0.28,0.43
2.02481E+11,0.94,0.35,0.54
2.02481E+11,1.06,0.39,0.6
2.02481E+12,0.92,0.32,0.53
2.02481E+12,0.83,0.34,0.46
2.02481E+12,0.79,0.3,0.45
2.02481E+12,0.9,0.34,0.52
2.02481E+12,0.94,0.36,0.53
2.02481E+12,0.86,0.32,0.49
2.02481E+12,0.82,0.34,0.46
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.89,0.34,0.51
2.02481E+12,0.89,0.35,0.5
2.02481E+12,0.83,0.31,0.48
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.87,0.33,0.49
2.02481E+12,0.88,0.33,0.5
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.83,0.31,0.48
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.87,0.34,0.49
2.02481E+12,0.86,0.32,0.49
2.02481E+12,0.85,0.34,0.47
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.84,0.35,0.46
2.02481E+12,0.94,0.36,0.54
2.02481E+12,0.96,0.35,0.55
2.02481E+12,0.85,0.35,0.47
2.02481E+12,0.79,0.3,0.46
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.91,0.36,0.52
2.02481E+12,0.88,0.33,0.51
2.02481E+12,0.83,0.34,0.47
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.88,0.34,0.5
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.85,0.32,0.49
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.86,0.33,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.83,0.32,0.48
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.34,0.47
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.86,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.79,0.28,0.49
2.02481E+12,1.05,0.31,0.59
2.02481E+12,0.8,0.31,0.43
2.02481E+12,0.73,0.28,0.42
2.02481E+12,0.89,0.34,0.51
2.02481E+12,1,0.37,0.57
2.02481E+12,0.93,0.33,0.54
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.79,0.3,0.46
2.02481E+12,0.89,0.34,0.5
2.02481E+12,0.92,0.36,0.52
2.02481E+12,0.88,0.32,0.51
2.02481E+12,0.83,0.34,0.46
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.88,0.34,0.5
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.84,0.31,0.49
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.87,0.33,0.5
20248131600,0.86,0.34,0.48
20248131601,0.83,0.31,0.48
20248131602,0.86,0.34,0.48
20248131603,0.86,0.34,0.49
20248131604,0.86,0.32,0.49
20248131605,0.85,0.34,0.48
20248131606,0.85,0.32,0.48
20248131607,0.86,0.33,0.49
20248131608,0.86,0.34,0.48
20248131609,0.85,0.32,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.84,0.32,0.48
2.02481E+11,0.7,0.31,0.37
2.02481E+11,0.92,0.35,0.53
2.02481E+11,1.04,0.36,0.6
2.02481E+11,0.9,0.35,0.5
2.02481E+11,0.79,0.29,0.46
2.02481E+11,0.84,0.33,0.47
2.02481E+11,0.92,0.35,0.52
2.02481E+11,0.93,0.34,0.54
2.02481E+11,0.86,0.35,0.48
2.02481E+11,0.8,0.3,0.47
2.02481E+11,0.87,0.34,0.49
2.02481E+11,0.9,0.35,0.51
2.02481E+11,0.88,0.33,0.51
2.02481E+11,0.84,0.34,0.47
2.02481E+11,0.84,0.31,0.48
2.02481E+11,0.87,0.34,0.5
2.02481E+11,0.88,0.34,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.84,0.34,0.47
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.84,0.32,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
20248131610,0.85,0.33,0.48
20248131611,0.85,0.33,0.48
20248131612,0.85,0.33,0.48
20248131613,0.85,0.33,0.48
20248131614,0.85,0.33,0.48
20248131615,0.85,0.33,0.48
20248131616,0.85,0.32,0.62
20248131617,0.77,0.24,0.45
20248131618,0.7,0.3,0.37
20248131619,0.81,0.31,0.47
2.02481E+11,1.01,0.36,0.59
2.02481E+11,0.99,0.36,0.55
2.02481E+11,0.86,0.31,0.5
2.02481E+11,0.81,0.33,0.45
2.02481E+11,0.84,0.31,0.48
2.02481E+11,0.92,0.34,0.53
2.02481E+11,0.91,0.35,0.51
2.02481E+11,0.85,0.31,0.49
2.02481E+11,0.83,0.33,0.46
2.02481E+11,0.87,0.33,0.49
2.02481E+11,0.89,0.33,0.51
2.02481E+11,0.87,0.34,0.49
2.02481E+11,0.83,0.31,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.87,0.33,0.49
2.02481E+11,0.87,0.32,0.5
2.02481E+11,0.85,0.33,0.47
2.02481E+11,0.84,0.31,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.87,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.33,0.47
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.83,0.33,0.47
2.02481E+11,1,0.43,0.58
2.02481E+11,0.93,0.34,0.54
2.02481E+11,0.81,0.31,0.47
20248131620,0.88,0.34,0.5
20248131621,0.85,0.32,0.51
20248131622,0.85,0.34,0.48
20248131623,0.84,0.31,0.49
20248131624,0.85,0.33,0.5
20248131625,0.86,0.33,0.49
20248131626,0.85,0.32,0.49
20248131627,0.84,0.33,0.49
20248131628,0.85,0.32,0.49
20248131629,0.85,0.32,0.5
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.84,0.32,0.49
2.02481E+11,0.68,0.33,0.36
2.02481E+11,0.89,0.35,0.53
2.02481E+11,0.99,0.35,0.58
2.02481E+11,0.87,0.35,0.49
2.02481E+11,0.79,0.3,0.46
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.92,0.35,0.53
2.02481E+11,0.9,0.33,0.53
2.02481E+11,0.85,0.34,0.47
2.02481E+11,0.81,0.31,0.48
2.02481E+11,0.88,0.34,0.5
2.02481E+11,0.89,0.34,0.51
2.02481E+11,0.86,0.32,0.5
2.02481E+11,0.83,0.34,0.47
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.84,0.31,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.33,0.5
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.84,0.32,0.49
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.84,0.32,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.84,0.32,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,1.12,0.37,0.62
2.02481E+11,0.81,0.31,0.47
2.02481E+11,0.86,0.32,0.48
2.02481E+11,0.95,0.36,0.53
20248131630,0.93,0.33,0.55
20248131631,0.85,0.34,0.47
20248131632,0.8,0.3,0.46
20248131633,0.88,0.34,0.5
20248131634,0.91,0.35,0.51
20248131635,0.87,0.32,0.5
20248131636,0.83,0.34,0.47
20248131637,0.84,0.32,0.48
20248131638,0.88,0.33,0.5
20248131639,0.88,0.34,0.49
2.02481E+11,0.84,0.31,0.49
2.02481E+11,0.84,0.34,0.47
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.84,0.32,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.91,0.32,0.51
2.02481E+11,0.75,0.32,0.44
2.02481E+11,0.88,0.34,0.49
2.02481E+11,0.96,0.36,0.54
2.02481E+11,0.97,0.34,0.57
2.02481E+11,0.87,0.34,0.48
2.02481E+11,0.79,0.29,0.46
20248131640,0.87,0.34,0.49
20248131641,0.92,0.35,0.52
20248131642,0.89,0.33,0.52
20248131643,0.84,0.34,0.47
20248131644,0.82,0.31,0.48
20248131645,0.88,0.33,0.5
20248131646,0.89,0.34,0.5
20248131647,0.86,0.32,0.5
20248131648,0.84,0.33,0.47
20248131649,0.85,0.32,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.87,0.34,0.49
2.02481E+11,0.84,0.31,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.32,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.84,0.32,0.49
2.02481E+11,1.06,0.36,0.62
2.02481E+11,0.67,0.29,0.4
2.02481E+11,0.92,0.35,0.54
2.02481E+11,1.12,0.4,0.63
2.02481E+11,0.98,0.33,0.57
2.02481E+11,0.86,0.34,0.47
2.02481E+11,0.77,0.29,0.45
2.02481E+11,0.88,0.33,0.53
2.02481E+11,0.96,0.36,0.55
2.02481E+11,0.91,0.32,0.53
2.02481E+11,0.84,0.34,0.46
2.02481E+11,0.81,0.3,0.47
2.02481E+11,0.89,0.34,0.5
2.02481E+11,0.9,0.35,0.51
2.02481E+11,0.86,0.32,0.5
2.02481E+11,0.83,0.33,0.46
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.88,0.33,0.5
2.02481E+11,0.88,0.34,0.49
2.02481E+11,0.84,0.31,0.49
2.02481E+11,0.85,0.33,0.47
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.84,0.31,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.84,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.33,0.48
20248131650,0.85,0.32,0.48
20248131651,0.85,0.33,0.48
20248131652,0.85,0.33,0.48
20248131653,0.85,0.32,0.48
20248131654,0.85,0.33,0.48
20248131655,0.85,0.33,0.48
20248131656,0.85,0.32,0.48
20248131657,0.85,0.33,0.48
20248131658,0.85,0.33,0.48
20248131659,0.85,0.32,0.48
2.02481E+11,0.94,0.36,0.55
2.02481E+11,1.09,0.4,0.6
2.02481E+11,0.86,0.3,0.51
2.02481E+11,0.81,0.33,0.45
2.02481E+11,0.82,0.31,0.47
2.02481E+11,0.9,0.34,0.52
2.02481E+11,0.92,0.35,0.52
2.02481E+11,0.85,0.31,0.5
2.02481E+11,0.83,0.33,0.46
2.02481E+11,0.86,0.32,0.49
2.02481E+11,0.89,0.33,0.51
2.02481E+11,0.88,0.34,0.49
2.02481E+11,0.83,0.31,0.48
2.02481E+11,0.85,0.33,0.47
2.02481E+11,0.87,0.33,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.83,0.31,0.48
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.87,0.33,0.49
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.74,0.32,0.41
2.02481E+11,0.79,0.29,0.44
2.02481E+11,0.93,0.34,0.53
2.02481E+11,0.95,0.36,0.54
2.02481E+11,0.85,0.31,0.49
2.02481E+11,0.82,0.33,0.45
2.02481E+11,0.86,0.32,0.49
2.02481E+11,0.9,0.33,0.52
2.02481E+11,0.89,0.35,0.5
2.02481E+11,0.83,0.31,0.48
2.02481E+11,0.84,0.33,0.47
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.88,0.33,0.51
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.83,0.31,0.48
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.87,0.33,0.49
2.02481E+11,0.86,0.32,0.49
2.02481E+11,0.85,0.33,0.47
2.02481E+11,0.85,0.32,0.48
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.86,0.33,0.48
2.02481E+11,0.85,0.32,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.86,0.33,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.84,0.32,0.48
20248131660,0.85,0.33,0.48
20248131661,0.86,0.33,0.48
20248131662,0.85,0.32,0.49
20248131663,0.85,0.33,0.48
20248131664,0.85,0.32,0.49
20248131665,0.85,0.33,0.49
20248131666,0.85,0.33,0.48
20248131667,0.85,0.32,0.48
20248131668,0.85,0.33,0.48
20248131669,1.36,0.4,0.86
2.02481E+11,0.93,0.33,0.57
2.02481E+11,0.87,0.33,0.46
2.02481E+11,0.78,0.28,0.46
2.02481E+11,0.87,0.34,0.51
2.02481E+11,0.93,0.35,0.53
2.02481E+11,0.9,0.32,0.52
2.02481E+11,0.84,0.34,0.48
2.02481E+11,0.82,0.3,0.48
2.02481E+11,0.88,0.33,0.5
2.02481E+11,0.89,0.34,0.51
2.02481E+11,0.87,0.31,0.49
2.02481E+11,0.84,0.33,0.47
2.02481E+11,0.85,0.32,0.5
2.02481E+11,0.87,0.32,0.5
2.02481E+11,0.87,0.34,0.49
2.02481E+11,0.84,0.31,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.86,0.33,0.5
2.02481E+11,0.86,0.32,0.5
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.84,0.31,0.49
